source_key,source,source_id,source_statement,capability_id,capability,disposition,justification
specs/071-local-engineering-model-library/spec.md:FR-034,specs/071-local-engineering-model-library/spec.md,FR-034,"Removal MUST be reference-aware across workspaces, reviewed workflows, retained runs, exports, and shared content; Wright MUST block destructive removal or explain exact detach/archive consequences before deleting required bytes.",CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-035,specs/071-local-engineering-model-library/spec.md,FR-035,"Unreferenced cache cleanup MUST preview exact reclaimable bytes, preserve verified content needed by installed packages or reproducibility records, and be cancellable and recoverable.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-036,specs/071-local-engineering-model-library/spec.md,FR-036,"Offline export MUST include the exact package manifest, allowed artifacts, checksums, license and attribution, runtime requirements, and test vectors, and MUST exclude secrets, mutable authority, raw host paths, private catalog data, and undeclared files.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-037,specs/071-local-engineering-model-library/spec.md,FR-037,"Durable lifecycle state and evidence MUST survive restart and preserve exact plan, operation, package, artifact, runtime, test, reference, cancellation, cleanup, and rollback identities within bounded records.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-038,specs/071-local-engineering-model-library/spec.md,FR-038,"The UI MUST separate engineering models from conversational-provider setup and explain value, task, compatibility, storage, hardware, license, safety, limitations, state, progress, evidence, references, and recovery in engineering-oriented plain language.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/071-local-engineering-model-library/spec.md:FR-039,specs/071-local-engineering-model-library/spec.md,FR-039,"The initial external candidate MUST be pinned, public, ungated, permissively licensed, bounded in size, useful for a typed engineering task, loadable without repository code, and documented with honest limitations; a candidate failing any condition MUST remain evaluation-only or blocked.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:FR-040,specs/071-local-engineering-model-library/spec.md,FR-040,"Normal tests MUST use tiny deterministic generated fixtures and MUST NOT require network, credentials, gated terms, paid services, proprietary apps, GPUs, hardware, large downloads, or committed model weights.",CAP-021,Truthful execution modes and current-run provenance,retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-041,specs/071-local-engineering-model-library/spec.md,FR-041,"Optional live source validation MUST be explicitly selected, download only reviewed allowlisted artifacts into Wright-controlled storage, record exact source/digest/runtime evidence, and leave downloads, weights, caches, and runtime environments untracked.",CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-042,specs/071-local-engineering-model-library/spec.md,FR-042,"No model capability, test vector, or example may start or command physical machinery, motion, heat, a spindle, extrusion, a printer, a robot, or a PLC.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:FR-043,specs/071-local-engineering-model-library/spec.md,FR-043,"Public package and adapter registries MUST reject duplicate identities, unsupported contract versions, ambiguous task schemas, conflicting file ownership, or unapproved adapter/version combinations before acquisition.",CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:SC-001,specs/071-local-engineering-model-library/spec.md,SC-001,"An engineer can determine whether a model is useful, licensed, compatible, safe, and within storage/resource limits in under two minutes without starting a download.",CAP-024,"Security, privacy, resource, and tool-isolation controls",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:SC-002,specs/071-local-engineering-model-library/spec.md,SC-002,"One Wright-owned deterministic model and one approved external engineering model traverse catalog, plan, acquire/import, verify, install, mandatory test, enable, offline use, disable, rollback or removal with exact evidence.",CAP-022,"Human approval, authority, and safe external-action boundaries",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:SC-003,specs/071-local-engineering-model-library/spec.md,SC-003,"In deterministic negative tests, 100% of corrupt, truncated, oversized, path-escaping, undeclared, unsafe-format, remote-code, license, gating, compatibility, resource, runtime, schema, cancellation, and reference failures block readiness and report the correct stable category.",CAP-020,"Layered failure, needs-input, and bounded recovery",revise,The semantic need is retained while the prior product treatment is replaced by the recovery concept.
specs/071-local-engineering-model-library/spec.md:SC-004,specs/071-local-engineering-model-library/spec.md,SC-004,Repeating installation from the same verified cache transfers zero model bytes and creates no duplicate content while preserving package-specific references.,CAP-031,"Program control, truthful dashboard, packaging, and release train",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:SC-005,specs/071-local-engineering-model-library/spec.md,SC-005,"An interrupted operation followed by restart never exposes partial content as verified, installed, enabled, or loadable in 100% of state-transition fault tests.",CAP-028,"Persistence, migration, offline, rollback, and lifecycle support",defer,Preserved and dependency-ordered after product/visual parity approval.
specs/071-local-engineering-model-library/spec.md:SC-006,specs/071-local-engineering-model-library/spec.md,SC-006,A standard typed test vector for an installed model operates offline and records identical material evidence and outcomes across repeated supported CPU runs within declared tolerances.,CAP-019,"Inputs, Outputs, Activity, and Diagnosis per executable block",retain,"Retained as a canonical-model, safety, or execution invariant."
specs/071-local-engineering-model-library/spec.md:SC-007,specs/071-local-engineering-model-library/spec.md,SC-007,"A reviewed workspace can discover and call an enabled model through Wright, while cross-workspace, stale-binding, unreviewed, disabled, and direct-runtime attempts fail in 100% of deterministic authorization tests.",CAP-005,Exact governed implementation and MCP bindings,retain,"Retained as a canonical-model, safety, or execution invariant."
